,Date,Open,High,Low,Close,Volume
38,2024-08-28,165.98315567182416,166.59024181530037,162.4998780060163,163.71405029296875,15208700
39,2024-08-29,165.26660328332088,166.82910949443902,161.20808405968256,162.6193084716797,17133800
40,2024-08-30,163.43538933253365,164.49032242468166,162.62926178800114,164.32113647460938,18498800
41,2024-09-03,162.5347259278055,162.5994178044896,157.10080570286613,157.85220336914062,26533100
42,2024-09-04,157.31974829367624,159.63363690188407,156.68778765529643,157.05601501464844,17410700
43,2024-09-05,157.0261499260267,160.24569419514802,156.767397633428,157.8422393798828,14139500
44,2024-09-06,157.93180742316588,158.4592739545079,151.20907685487566,151.4031524658203,24999100
45,2024-09-09,153.0972517267519,154.10374380734285,147.6860737978617,149.02142333984375,28057700
46,2024-09-10,150.92480069046928,151.7718591542778,149.02441607065467,149.4897918701172,20401800
47,2024-09-11,150.5660537380805,151.95123295490748,148.18434227300756,151.62237548828125,18991500
48,2024-09-12,154.27316129669887,155.0703901694335,152.9677064304605,155.00062561035156,21024100
49,2024-09-13,155.8197835538955,158.72267655824004,155.5686585082356,157.82081604003906,16733900
50,2024-09-16,157.78095996318476,158.68780800030433,157.0634554949007,158.4386749267578,14157600
51,2024-09-17,159.53485381590565,161.02965228050664,158.85721914410715,159.7241973876953,12064800
52,2024-09-18,160.29221965909542,161.0695136032711,159.10634384004203,160.25234985351562,16756500
53,2024-09-19,164.2484577643565,164.4178664273297,161.9584224478595,162.67393493652344,17548200
54,2024-09-20,163.94949752849521,164.17869569883612,162.61413269593567,164.06907653808594,46362700
55,2024-09-23,164.76664926653692,166.0322495638778,162.3849376425891,162.50453186035156,15648400
56,2024-09-24,163.68042557699044,163.97938829958474,161.4681227180186,163.07254028320312,18774100
57,2024-09-25,162.404854526983,163.6475242248566,162.21052344835365,162.42478942871094,13607900
58,2024-09-26,164.45772230131644,164.92609369322952,162.9330291168763,163.2618865966797,18234500
59,2024-09-27,163.34162307328018,166.39100966747085,163.26189865963033,164.71682739257812,13604300
60,2024-09-30,164.20858311765755,166.77963815016724,164.0690692107404,166.6102294921875,14070100
61,2024-10-01,168.2744446621951,169.8489675197396,165.32470236578393,167.83596801757812,18629500
62,2024-10-02,167.1782491049807,168.29437559381142,165.67349084272,166.7298126220703,12745000
63,2024-10-03,165.2449934394312,167.32774229896964,164.79654173931067,166.6301727294922,11004300
64,2024-10-04,168.75277308995237,168.96205155988855,166.38103659730547,167.97547912597656,11422100
65,2024-10-07,168.55345907506273,169.31081808811405,163.56083812719993,163.81993103027344,14034700
66,2024-10-08,164.85631351975857,165.52400347076704,163.7402023285943,165.12538146972656,11723900
67,2024-10-09,164.28332624636454,165.68345289594726,160.56127753869376,162.4945526123047,19666400
68,2024-10-10,161.54783891424938,163.74121034647428,161.07946755402622,162.61412048339844,12900500
69,2024-10-11,162.76361757331088,164.69689261111412,161.93649396405095,163.94949340820312,10946000
70,2024-10-14,164.33813869523786,167.03873260535653,164.2085846355189,165.7731475830078,9981800
71,2024-10-15,166.56040124373772,168.5036361085776,165.47418473029845,166.32122802734375,14829300
72,2024-10-16,165.45425956276037,166.69992496042366,164.64308687838846,166.16180419921875,9968500
73,2024-10-17,166.7995875684551,167.347668189549,163.80001549988702,163.9395294189453,15113400
74,2024-10-18,164.29826216745371,165.79306049674344,164.1786831669905,164.47764587402344,13091300
75,2024-10-21,164.00929645176177,165.6436089021509,163.73524093121017,165.22506713867188,11384000
76,2024-10-22,164.12885741765328,166.88925598902608,164.09896266682662,166.24151611328125,11958600
77,2024-10-23,165.85285706206346,167.01881318974742,163.065559244841,163.9096221923828,12754300
78,2024-10-24,164.01924690226363,164.47765844887786,162.20556603111856,163.95945739746094,12764400
79,2024-10-25,164.79155434851998,166.81948583900834,164.65701276843643,166.41091918945312,14566400
80,2024-10-28,169.99843848112795,170.01438944494484,165.2150804822965,167.75624084472656,20858300
81,2024-10-29,168.79760513048487,171.26402846493147,168.0751283922846,170.54652404785156,28916100
82,2024-10-30,181.77746733615183,183.15267162193112,175.13557079130035,175.52920532226562,49698300
83,2024-10-31,174.11413068705934,177.8012972832534,171.96161719529277,172.09117126464844,32801900
84,2024-11-01,170.9451485584291,173.21725625173988,169.7194180547577,172.05130004882812,21752900
85,2024-11-04,170.64617503871176,171.3238096185649,168.89725620655153,170.08810424804688,16194000
86,2024-11-05,170.23760700138777,171.5002116658229,169.77919547335438,170.8155975341797,12518300
87,2024-11-06,174.74194685689258,178.0205314702605,174.43300906747453,177.71160888671875,27061500
88,2024-11-07,178.4888979280021,181.946866168645,178.2696596091349,181.6479034423828,16730400
89,2024-11-08,181.36889153203384,181.71768394425402,178.94732516919095,179.23631286621094,15021500
90,2024-11-11,179.44556881420397,181.45358068141462,179.36584440982864,181.33897399902344,12503400
91,2024-11-12,180.75103579297752,183.3868528125609,180.36238879915297,182.68431091308594,14065800
92,2024-11-13,181.51835254660904,181.98175162304454,179.49539319202896,179.86412048339844,13969700
93,2024-11-14,179.1266873931519,179.81928466548172,175.4195858868207,176.73501586914062,17925800
94,2024-11-15,175.03091869147002,175.27009189862946,172.14595365397622,173.2869873046875,21708900
95,2024-11-18,174.3483167883728,176.29653933128537,173.81516833883916,176.18692016601562,18725400
96,2024-11-19,174.6273263652797,179.54521049958376,174.50873574514665,178.95726013183594,15392900
97,2024-11-20,178.20985567746527,178.48888347782005,174.7219929671557,176.71505737304688,15729800
98,2024-11-21,174.84656617691473,174.97113270704511,164.73674233388783,168.6531219482422,38839400
99,2024-11-22,166.58035156114494,167.6815155521382,165.13538269234175,165.99240112304688,24497000
100,2024-11-25,167.40747445490453,169.86891056858613,166.8195088136791,168.84246826171875,21395700
101,2024-11-26,168.90226441618458,170.9003013307693,168.84245970545572,170.02833557128906,14937500
102,2024-11-27,170.08811676168617,170.5465282862755,169.0816246654878,170.22764587402344,12433400
103,2024-11-29,169.4702716784116,170.27746036643,168.16481686634478,169.89878845214844,9250700
104,2024-12-02,169.729393040365,172.99801785273627,169.6795633828964,172.38015747070312,16593400
105,2024-12-03,172.51967279639754,173.71552376190024,171.91178746442176,172.42002868652344,15721500
106,2024-12-04,172.1808506172102,175.8181874518231,172.1509558644998,175.4793701171875,18239800
107,2024-12-05,176.70510772443114,177.09375469777737,173.40657316935733,173.70553588867188,16145500
108,2024-12-06,173.277040817018,176.2257795214318,172.9481833340205,175.87799072265625,13319500
109,2024-12-09,175.30432340630412,177.62388647962067,174.99005717397944,176.68609619140625,19887800
110,2024-12-10,184.1037226081358,187.59054949085362,182.24307586273662,186.09405517578125,34317400
111,2024-12-11,186.26365934232496,196.42984667209623,185.8246852330827,196.25027465820312,41664500
112,2024-12-12,195.8412176609105,196.24526989145363,192.82827163510754,193.17745971679688,25197800
113,2024-12-13,192.25960207158442,193.88578206005207,190.81297885426133,190.93270874023438,18883200
114,2024-12-16,193.9107552719961,200.1710838877728,193.65634636078929,197.69688415527344,32248600
115,2024-12-17,198.06599470225058,202.40583397667427,196.23029880161266,196.65928649902344,24129500
116,2024-12-18,196.36997730758958,198.2256307864751,188.83761987145812,189.70558166503906,27638400
117,2024-12-19,192.82827236476155,194.14519461975692,189.07706556926655,189.2566375732422,26981200
118,2024-12-20,186.5729121872973,193.68125953974805,185.93440861298467,192.50901794433594,45319700
119,2024-12-23,193.576510869401,196.03076804293926,191.18212625098047,195.5319366455078,15235900
120,2024-12-24,195.7115239524447,197.20801826181327,194.74179551818887,197.10826110839844,6809800
121,2024-12-26,196.28019927700507,197.6968787310638,195.4122222250492,196.6393585205078,7907900
122,2024-12-27,196.0108153840525,196.34004594129468,191.52332692544056,193.58648681640625,14693000
123,2024-12-30,190.41892290770127,193.32710338004287,189.91509830350097,192.23965454101562,12209500
124,2024-12-31,191.99522232349864,192.7983335598168,189.1369129588324,189.99490356445312,14355200
125,2025-01-02,191.03746092831022,192.74844896835342,188.2689527611631,190.18446350097656,17545200
126,2025-01-03,192.27458239970693,194.0454279018482,190.90279595567074,192.6786346435547,12875000
127,2025-01-06,194.6938995678703,199.09359640075925,194.6041135646996,197.49734497070312,19483300
128,2025-01-07,197.80662633778735,201.6675768677657,195.4820699670292,196.25027465820312,16966800
129,2025-01-08,193.49669747944026,197.17807565596954,193.29716796358696,194.93333435058594,14335300
130,2025-01-10,194.96327785315745,197.15813314082064,191.1522135740279,192.71853637695312,20753800
131,2025-01-13,190.9027859123521,192.04012091355685,188.21907050187193,191.840576171875,13169100
132,2025-01-14,192.0500931540871,192.81829778917887,189.19677687544416,190.60348510742188,13651200
133,2025-01-15,193.89577987401847,197.33771364214047,192.87815951038286,196.51962280273438,12894900
134,2025-01-16,195.36731359678672,196.51961290604416,193.84588392513763,193.95562744140625,13449600
135,2025-01-17,197.5871340462902,198.3453523456224,194.85353230772373,197.0883026123047,22109100
136,2025-01-21,200.0413698339001,203.36358890568238,198.97387851504385,199.16343688964844,19005200
137,2025-01-22,200.08128894793919,201.64761171687047,198.73443800219633,199.5625,15477400
138,2025-01-23,199.51261496391953,201.4680408724352,196.36001188825463,199.11355590820312,15170800
139,2025-01-24,199.3829343605458,202.0965786351782,199.31707911067167,201.42813110351562,12732400
140,2025-01-27,193.7361552506937,198.20568064788733,192.2496320933797,193.317138671875,24970200
141,2025-01-28,194.19506333680457,196.76903525923464,192.15983786632293,196.6094207763672,15939200
142,2025-01-29,196.90872037272584,197.996184495964,194.73382257250486,196.7191619873047,12287800
143,2025-01-30,199.29311526162687,202.76299853350355,199.00579397760555,202.1564178466797,14571500
144,2025-01-31,203.23888732975223,206.5960283580682,203.10420832301156,205.11949157714844,17087300
145,2025-02-03,201.74237211672164,204.7403535931693,201.18867658994463,202.1663818359375,16719500
146,2025-02-04,204.02204403120282,208.21222477597146,203.7825994771977,207.22454833984375,28285400
147,2025-02-05,192.64870655433216,194.09531467321975,189.46615955890312,192.84823608398438,43666400
148,2025-02-06,190.54363021356718,193.37698900958168,190.04479879639024,192.8582000732422,20816600
149,2025-02-07,192.28953939908743,192.56389058817888,184.66739598425335,186.70262145996094,29565700
150,2025-02-10,188.6181224342211,189.5459567340878,187.1715144502766,187.7601318359375,16606000
151,2025-02-11,186.39834586180146,188.35874971464176,185.64510553629137,186.63279724121094,13028100
152,2025-02-12,184.79708302606318,186.39334965443638,183.20083162081673,184.99661254882812,17632300
153,2025-02-13,185.49543285713702,187.55063096558857,184.44789911958088,187.44088745117188,12729300
154,2025-02-14,186.39335823950063,187.710265328906,185.67503974596042,186.43325805664062,12714200
155,2025-02-18,187.00191957357848,187.34112127548525,183.1509405174052,185.36575317382812,19796000
156,2025-02-19,185.74984357105208,186.9221003904601,185.06644699762356,186.69264221191406,13120500
157,2025-02-20,186.06412419463982,186.68267029911405,184.1685708416933,186.20379638671875,12063800
158,2025-02-21,186.85227080926163,187.03185804052796,180.70667914617334,181.15562438964844,19520800
159,2025-02-24,183.37042578693251,184.657404101475,180.45725223608233,180.7665252685547,18734000
160,2025-02-25,179.73393886191508,180.3375205878845,176.3568557953225,176.9554443359375,20832500
161,2025-02-26,176.53145033526187,177.66379212576618,173.18428070180607,174.29168701171875,23637200
162,2025-02-27,175.5287985046505,176.17727324661973,169.35525745967232,169.81219482421875,25930500
163,2025-02-28,169.9019788637596,172.0968339917832,167.99643925122783,171.81748962402344,30049800
164,2025-03-03,173.32396620083026,174.5910023086314,167.24820297404042,168.2658233642578,24122000
165,2025-03-04,167.54750496505613,174.75561007301968,167.14843068284262,172.2065887451172,30711400
166,2025-03-05,171.9172812655315,175.33925776575026,170.530515195884,174.58103942871094,18848000
167,2025-03-06,172.14673241646634,176.3169559339047,172.10482314675943,173.8028564453125,19082400
168,2025-03-07,172.83711457416246,176.48655486359908,171.84742862706844,175.33924865722656,16395300
169,2025-03-10,169.95572060530762,170.24536574432202,165.3662358448488,167.60853576660156,28990700
170,2025-03-11,166.47988777970724,168.45252282245698,163.044030416552,165.78073120117188,23705900
171,2025-03-12,168.2677414025092,169.3264663611627,165.28132561649218,168.79710388183594,19880100
172,2025-03-13,167.7783247243221,167.91815603552024,163.87303051854863,164.5322265625,15206200
173,2025-03-14,165.11653674517166,168.04801074979082,164.31249524714883,167.41876220703125,18611100
174,2025-03-17,167.12410882849613,168.2577559168053,165.6109283265474,166.37002563476562,17839100
175,2025-03-18,165.76075957654993,166.24017903407955,158.60935202299166,162.47470092773438,24616800
176,2025-03-19,163.71820190289233,167.93114021621946,162.85425014963062,166.0803680419922,24955700
177,2025-03-20,163.62831699346756,166.82947106241681,162.94414180808522,164.8518524169922,19981500
178,2025-03-21,163.1838653827072,166.27015214587064,162.83427946538407,166.0504150390625,29882100
179,2025-03-24,169.06178773975245,170.29530566607272,167.2389817975791,169.72598266601562,18742800
180,2025-03-25,170.9744823266741,172.70241634620135,170.3452490374626,172.58255004882812,13841600
181,2025-03-26,171.0943402151135,171.7335712212968,166.66065907251976,166.9393310546875,22498000
182,2025-03-27,166.50985821904274,167.23897752920905,163.65329126470644,163.8830108642578,21571200
183,2025-03-28,162.16507427536936,163.61333038479785,155.1525074562642,155.8726348876953,34866500
184,2025-03-31,154.62414129418428,156.9413633467702,152.02727185371793,156.0424346923828,33591600
185,2025-04-01,155.11355105258087,159.8878110018008,155.06860690809398,158.6892547607422,20111400
186,2025-04-02,156.77156814980734,160.0825755197471,156.3420764618875,158.66928100585938,17113300
187,2025-04-03,152.6515177972455,154.50128410252282,151.99729014847443,152.44676208496094,28416100
188,2025-04-04,149.72003257441966,152.90620528213597,147.36286524523692,147.56263732910156,39832200
189,2025-04-07,143.21785385891903,154.74399291339475,142.4887345209642,149.0608367919922,47823000
190,2025-04-08,153.3906193497636,154.25458634292005,145.03567187522165,146.40402221679688,35304400
191,2025-04-09,146.15432644221391,161.67566330567902,145.63494645699154,160.86663818359375,46479500
192,2025-04-10,158.56940133670318,159.83788095466207,152.01727912941968,155.1834716796875,35270500
193,2025-04-11,155.39821125744413,159.66807259358117,155.39821125744413,159.2086181640625,22582000
194,2025-04-14,162.11514147155086,163.83307779968658,159.72801131938692,161.27615356445312,18255900
195,2025-04-15,161.37603168621683,161.85545114666877,157.45574086405986,158.48948669433594,15690800
196,2025-04-16,155.28334595266895,157.99008382713703,153.72522130692107,155.3133087158203,16921500
197,2025-04-17,156.42198635455088,156.88144081875564,150.71883464776334,153.17588806152344,19513400
198,2025-04-21,150.78375333899587,150.87864050474218,148.22183034478553,149.68008422851562,16147800
199,2025-04-22,150.8886362621129,154.42437951639937,150.6888641849861,153.71522521972656,15910300
200,2025-04-23,157.72042924654332,159.82789675498066,156.16230449916227,157.53065490722656,18575700
201,2025-04-24,158.33468177478025,161.51587092668274,157.90020643862147,161.27615356445312,30787500
202,2025-04-25,166.89938788476556,168.03801860512272,162.80430419831342,163.65328979492188,35148100
203,2025-04-28,164.06279344811506,164.7519675124574,160.18746191545455,162.22500610351562,20871200
204,2025-04-29,161.85045135746807,162.4846835071933,159.19864009739626,161.8654327392578,15955200
205,2025-04-30,159.668076193593,161.1802508371438,156.9663219285134,160.69683837890625,20639500
206,2025-05-01,162.32489383255603,163.74318724848555,160.73679109542547,162.5945587158203,21904300
207,2025-05-02,164.75696214937838,166.49986228142632,163.4635187136773,165.61093139648438,16844900
208,2025-05-05,164.31748620308443,166.89938941322708,164.2725420579775,165.85064697265625,15309300
209,2025-05-06,163.7631616655552,166.53982286878713,162.93415630768814,165.0016632080078,10691900
210,2025-05-07,165.87063510873034,166.78952879122355,149.3105380862026,152.61656188964844,78729800
211,2025-05-08,155.73281288134118,157.22102959109037,153.91500575525347,155.56301879882812,38387500
212,2025-05-09,155.36324984214707,156.2421829513297,153.6453136535378,154.1946563720703,22871000
213,2025-05-12,158.90899302371432,160.24738058211028,157.7004390257499,159.38841247558594,31884900
214,2025-05-13,159.7280017204315,161.86543187366587,157.39081473091227,160.69683837890625,24944300
215,2025-05-14,161.11632923643336,168.13788781928253,160.7367805863974,166.60972595214844,31769200
216,2025-05-15,166.93933247241503,167.30888337648878,163.64329137735027,165.201416015625,22717600
217,2025-05-16,168.72718785873926,170.44512417357606,166.7495691671836,167.22898864746094,36271400
218,2025-05-19,165.5160454583736,167.74836281526606,165.21640257843083,167.66845703125,21374700
219,2025-05-20,167.55859416793888,169.4762873279752,164.06279601110305,165.1215362548828,33563300
220,2025-05-21,164.7519690737049,174.32046979875315,164.69204354414558,169.8558349609375,45567600
221,2025-05-22,173.14189469389407,177.91615495430474,171.67365824974368,171.77352905273438,45024100
222,2025-05-23,170.07557238761842,170.99946494467622,169.05679266175375,169.3863983154297,24963600
223,2025-05-27,171.09434304405778,174.080743544611,171.004454754312,173.7711181640625,24341300
224,2025-05-28,173.77113028846478,176.2681290031992,172.80729244229028,173.17185974121094,25999200
225,2025-05-29,174.789909349775,175.18942304638622,171.5737737985015,172.7523651123047,21233600
226,2025-05-30,172.20301238713458,173.2317745748415,168.3226668701471,172.64248657226562,36258300
227,2025-06-02,168.8070832390332,170.8566215844937,168.447514840874,170.1654510498047,24742900
228,2025-06-03,168.66227916887598,169.59615424138852,166.47988950965254,167.5086669921875,25386700
229,2025-06-04,168.07796230217642,169.37640457405112,167.59354398214708,169.18663024902344,18508700
230,2025-06-05,171.41394936627097,172.15306641407983,169.14668568533537,169.6061248779297,25375400
231,2025-06-06,172.09314187053795,175.618902578423,172.09314187053795,174.70999145507812,22258100
232,2025-06-09,175.8699951171875,177.9149932861328,175.66000366210938,177.6300048828125,18817600
233,2025-06-10,177.75999450683594,182.44500732421875,176.47500610351562,180.00999450683594,32908000
234,2025-06-11,181.22999572753906,181.75,178.0,178.7899932861328,18994400
235,2025-06-12,177.47999572753906,178.1300048828125,176.11000061035156,176.97000122070312,17345900
236,2025-06-13,173.5800018310547,178.34300231933594,173.57000732421875,175.8800048828125,20873200
237,2025-06-16,175.90499877929688,178.2449951171875,175.82000732421875,177.94000244140625,18132500
238,2025-06-17,177.0,178.71499633789062,175.94000244140625,177.22999572753906,17656100
239,2025-06-18,177.27999877929688,177.82400512695312,172.83999633789062,173.97999572753906,32531800
240,2025-06-20,174.86500549316406,175.36500549316406,166.27000427246094,167.72999572753906,55402600
241,2025-06-23,167.32000732421875,168.47999572753906,163.3300018310547,166.00999450683594,36975600
242,2025-06-24,167.68499755859375,169.25,166.91000366210938,167.74000549316406,27310300
243,2025-06-25,168.64999389648438,173.36000061035156,168.56100463867188,171.49000549316406,23627400
244,2025-06-26,173.38499450683594,174.64999389648438,170.86000061035156,174.42999267578125,25909100
245,2025-06-27,174.6300048828125,178.83999633789062,172.7100067138672,178.27000427246094,74053100
246,2025-06-30,180.78500366210938,181.5800018310547,175.5,177.38999938964844,43964600
247,2025-07-01,176.80499267578125,177.22000122070312,174.66000366210938,176.91000366210938,25778500
248,2025-07-02,176.5449981689453,179.93499755859375,176.08999633789062,179.75999450683594,19325900
249,2025-07-03,179.82000732421875,180.77000427246094,178.19000244140625,180.5500030517578,13287400
